name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,conversion

iw5_mp7_fire_plr,,iw5/mp7/iw5_mp7_fire_plr.wav,0.8,0.8,max,1,0.94,5000,,local,,,,0.85,,,,iw5_mp7_fire_lyr_plr,weapon2,,,,
iw5_mp7_fire_lyr_plr,1,iw5/mp7/iw5_mp7_fire_lyr_plr_1.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,2,iw5/mp7/iw5_mp7_fire_lyr_plr_2.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,3,iw5/mp7/iw5_mp7_fire_lyr_plr_3.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,4,iw5/mp7/iw5_mp7_fire_lyr_plr_4.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,5,iw5/mp7/iw5_mp7_fire_lyr_plr_5.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,6,iw5/mp7/iw5_mp7_fire_lyr_plr_6.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,7,iw5/mp7/iw5_mp7_fire_lyr_plr_7.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_lyr_plr,8,iw5/mp7/iw5_mp7_fire_lyr_plr_8.wav,0.8,0.8,max,1,0.94,5000,,local2,,,,0.85,,,,,weapon2,,,,
iw5_mp7_fire_npc,,iw5/mp7/iw5_mp7_fire_npc.wav,1,1,wpnai,1.1,1.04,35,8500,weapon,,,,0.7,all_mp,,,,weapon4

iw5_mp7_chamber,,iw5/mp7/iw5_mp7_chamber.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2
iw5_mp7_mag_in,,iw5/mp7/iw5_mp7_mag_in.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2
iw5_mp7_mag_out,,iw5/mp7/iw5_mp7_mag_out.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2
iw5_mp7_lift,,iw5/mp7/iw5_mp7_lift.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2
