//Ported By SadSlothXL

xanim,vm_t4_trenchgun_ads_down
xanim,vm_t4_trenchgun_ads_up
xanim,vm_t4_trenchgun_drop
xanim,vm_t4_trenchgun_fire
xanim,vm_t4_trenchgun_fire_ads
xanim,vm_t4_trenchgun_idle
xanim,vm_t4_trenchgun_melee_1
xanim,vm_t4_trenchgun_melee_2
xanim,vm_t4_trenchgun_raise
xanim,vm_t4_trenchgun_rechamber
xanim,vm_t4_trenchgun_reload_end
xanim,vm_t4_trenchgun_reload_loop
xanim,vm_t4_trenchgun_reload_start
xanim,vm_t4_trenchgun_sprint_in
xanim,vm_t4_trenchgun_sprint_loop
xanim,vm_t4_trenchgun_sprint_out

material,hud_t4_trenchgun

xmodel,vm_t4_trenchgun
xmodel,wm_t4_trenchgun

sound,t4_trenchgun,,all_mp

weapon,mp/t4_trenchgun_mp
