//Ported By SadSlothXL

xanim,vm_t4_doublebarrel_ads_down
xanim,vm_t4_doublebarrel_ads_fire
xanim,vm_t4_doublebarrel_ads_up
xanim,vm_t4_doublebarrel_drop
xanim,vm_t4_doublebarrel_drop_quick
xanim,vm_t4_doublebarrel_fire
xanim,vm_t4_doublebarrel_idle
xanim,vm_t4_doublebarrel_raise
xanim,vm_t4_doublebarrel_raise_quick
xanim,vm_t4_doublebarrel_reload
xanim,vm_t4_doublebarrel_reload_empty
xanim,vm_t4_doublebarrel_sprint_in
xanim,vm_t4_doublebarrel_sprint_loop
xanim,vm_t4_doublebarrel_sprint_out
xanim,vm_t4_trenchgun_melee_1
xanim,vm_t4_trenchgun_melee_2
xanim,vm_t4_trenchgun_raise

material,hud_t4_doublebarrel

xmodel,vm_t4_doublebarrel
xmodel,wm_t4_doublebarrel

sound,t4_doublebarrel,,all_mp

weapon,mp/t4_doublebarrel_mp
