name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,conversion

t5_mp40_fire_plr,1,t5/mp40/t5_mp40_fire_00.wav,1,1,max,1,1,5000,,local,,,,0.85,,,,t5_mp40_fire_ringoff_plr,weapon2,,,,
t5_mp40_fire_plr,2,t5/mp40/t5_mp40_fire_01.wav,1,1,max,1,1,5000,,local,,,,0.85,,,,t5_mp40_fire_ringoff_plr,weapon2,,,,
t5_mp40_fire_plr,3,t5/mp40/t5_mp40_fire_02.wav,1,1,max,1,1,5000,,local,,,,0.85,,,,t5_mp40_fire_ringoff_plr,weapon2,,,,
t5_mp40_fire_plr,4,t5/mp40/t5_mp40_fire_03.wav,1,1,max,1,1,5000,,local,,,,0.85,,,,t5_mp40_fire_ringoff_plr,weapon2,,,,
t5_mp40_fire_plr,5,t5/mp40/t5_mp40_fire_04.wav,1,1,max,1,1,5000,,local,,,,0.85,,,,t5_mp40_fire_ringoff_plr,weapon2,,,,
t5_mp40_fire_ringoff_plr,,t5/mp40/t5_mp40_fire_ringoff_plr.wav,0.45,0.45,max,1,1,5000,,local2,,,,0.85,,,,,weapon2,,,,
t5_mp40_fire_ringoff_npc,,t5/mp40/t5_mp40_fire_ringoff_plr.wav,0.35,0.35,max,1,1,8500,,auto2,,,,0.7,all_mp,,,,weapon4
t5_mp40_fire_npc,1,t5/mp40/t5_mp40_fire_00.wav,1,1,max,1,1,35,7500,weapon,,,,0.7,all_mp,,,t5_mp40_fire_ringoff_npc,weapon4
t5_mp40_fire_npc,2,t5/mp40/t5_mp40_fire_01.wav,1,1,max,1,1,35,7500,weapon,,,,0.7,all_mp,,,t5_mp40_fire_ringoff_npc,weapon4
t5_mp40_fire_npc,3,t5/mp40/t5_mp40_fire_02.wav,1,1,max,1,1,35,7500,weapon,,,,0.7,all_mp,,,t5_mp40_fire_ringoff_npc,weapon4
t5_mp40_fire_npc,4,t5/mp40/t5_mp40_fire_03.wav,1,1,max,1,1,35,7500,weapon,,,,0.7,all_mp,,,t5_mp40_fire_ringoff_npc,weapon4
t5_mp40_fire_npc,5,t5/mp40/t5_mp40_fire_04.wav,1,1,max,1,1,35,7500,weapon,,,,0.7,all_mp,,,t5_mp40_fire_ringoff_npc,weapon4

t5_mp40_mag_out,,t5/mp40/t5_mp40_mag_out.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2
t5_mp40_mag_in,,t5/mp40/t5_mp40_mag_in.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,
t5_mp40_charge,,t5/mp40/t5_mp40_charge.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,
